3.524,-10.806,-20.091,-25.888,-16.000,-0.332,-44.104,-18.471,4.225,-15.515,-16.000,0.006,17.529,-11.992
3.521,-10.781,-20.031,-25.894,-16.000,-0.329,-43.918,-18.498,4.125,-15.552,-16.000,-0.001,17.519,-11.988
3.649,-10.805,-19.658,-26.110,-16.000,-0.332,-43.987,-18.412,4.049,-15.528,-16.000,0.008,17.538,-11.995
3.586,-10.815,-19.733,-26.139,-16.000,-0.332,-44.035,-18.410,4.085,-15.568,-16.000,0.008,17.542,-11.999
3.454,-10.787,-20.130,-26.065,-16.000,-0.327,-44.004,-18.529,3.942,-15.478,-16.000,0.008,17.508,-11.984
3.609,-10.752,-19.941,-26.037,-16.000,-0.333,-43.836,-18.501,4.041,-15.087,-16.000,0.010,17.524,-11.996
3.603,-10.801,-19.700,-26.075,-16.000,-0.334,-43.924,-18.469,4.095,-15.374,-16.000,0.006,17.527,-11.992
3.622,-10.828,-19.759,-25.968,-16.000,-0.325,-43.998,-18.479,4.302,-15.301,-16.000,0.004,17.530,-11.980
3.491,-10.775,-19.994,-25.957,-16.000,-0.330,-44.032,-18.482,3.893,-15.539,-16.000,0.003,17.546,-12.013
3.541,-10.768,-19.747,-25.963,-16.000,-0.330,-43.976,-18.493,3.657,-15.535,-16.000,0.003,17.559,-12.012
3.495,-10.782,-19.950,-26.169,-16.000,-0.330,-44.049,-18.499,4.107,-15.690,-16.000,0.002,17.541,-12.000
3.686,-10.843,-19.460,-26.150,-16.000,-0.330,-43.955,-18.455,4.181,-15.524,-16.000,0.005,17.537,-11.982
3.382,-10.762,-20.157,-25.985,-16.000,-0.324,-44.117,-18.450,3.920,-15.974,-16.000,-0.008,17.604,-12.069
3.616,-10.749,-19.843,-25.848,-16.000,-0.324,-44.178,-18.454,3.982,-16.045,-16.000,-0.008,17.620,-12.049
